Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Report,Video,playerId
"Esteban Quiroz","SDP","2B","AAA",0,29,"","40",2020,"Med","27.7","5' 7""","175","L","R","2017 J2 (BOS)","Mexico","Quiroz was Team Mexico’s leadoff hitter during the 2017 WBC (he hit two homers and a double in six at-bats) and spent 2015-'17 crushing the Mexican League. He signed with Boston in November 2017, and was hot the following April at Double-A, but then missed three and a half months with an abdominal strain. He only played in 24 games at Double-A, then had 62 extra plate appearances in the Arizona Fall League. In Arizona, Quiroz looked pretty good. He’s a stocky and strong 5-foot-6, and he has average, all-fields power. He hit two full-extension, opposite field shots during the fall, including one that got out just left of center field at Sloan Park in Mesa. He’s patient and makes good decisions at the plate. He’s also fine at second base (below-average arm, below-average runner, above-average athlete, average hands) and played a lot of other positions while in Mexico. He’ll either need to be viable at other positions or just hit enough to play second base every day. It appears he has a chance to do the latter. 
San Diego acquired him for fringe 40-man relief depth in the offseason. Quiroz presents rare 40-man flexibility because he's arguably ready to contribute to a big league lineup right now, but because of how recently he signed, he doesn't have to occupy a 40-man spot until the Padres need him on the active roster. They are logjammed at second base at the moment, and haven't asked Quiroz to play anywhere else yet. For now, he's just a great depth option behind Ian Kinsler and Luis Urias, but if a rash of injuries or trades press Quiroz into action, he might be quite good.","","sa596560"
"Bobby Poyner","BOS","LHP",,0,25,"","40",2019,"Med","26.9","6' 0""","205","L","L","2015 Draft Rnd 14 (BOS)","Florida","Oddly, because four-pitch lefties with command typically find their way into a rotation, Poyner ran the pro ball gamut exclusively as a reliever and has a long track record of performance in that role. His changeup is excellent, but the rest of his stuff is largely enabled by his command. He's a big league-ready middle reliever.","","17987"
"Jojanse Torres","HOU","RHP","A+",0,25,"","40",2022,"High","24.2","6' 2""","175","R","R","2015 J2 (MIL)","Dominican Republic","94-97 t99, above-average power breaking ball in the low-80s. Is carving the lower levels but is already 23. Relief-only.","","sa3006955"
"Stephen Gonsalves","MIN","LHP","MLB",0,35,"","40",2019,"Med","25.3","6' 5""","213","L","L","2013 Draft Rnd 4 (MIN)","Cathedral Catholic HS (CA)","Gonsalves cruised through the lower levels of the minors with three quality secondary offerings and a fastball that played above its velocity due to deception and a helpful spin axis. As he reached the upper levels, his ability to locate plateaued, and some would say it's just gone backwards. His upper-80s fastball is vulnerable when it's not in the right places, so Gonsalves has become a little walk-prone and gives up loud contact when he makes mistakes in the zone. Unless he can reclaim an ability to locate his fastball where it plays best (up near the letters), he'll need to work heavily off his bevy of quality secondary offerings to get through a lineup multiple times. He's on the IL to start the year (forearm) and looks like a No. 5 starter or low-leverage long reliever.","ToTToij37mo","15492"
"Javy Guerra","SDP","RHP","MLB",0,30,"","40",2019,"High","24.1","5' 11""","155","R","R","2012 J2 (BOS)","Panama","As Guerra struck out more and more during his final few seasons as a shortstop, he frequently appeared despondent, sullen, and visibly affected by his struggles in ways that were often obvious and concerning. He struck out in at least 30% of his at-bats every year since the Padres acquired him from Boston as part of the Craig Kimbrel deal. While his defensive actions remained enticing (they were, especially around the bag, some of the smoothest and quickest some scouts had ever seen), Guerra also became error-prone. He seemed a mess, a potential DFA candidate. 
This spring, Guerra has moved to the mound. His first bullpen session, which took place in front of a very small contingent of Padres front office folks, was electric. The first fastball was clocked by Rapsodo at 97 mph, and a few fastballs later, Guerra touched 100.4 mph. He has been working, an inning at a time, twice a week in Extended Spring Training. Eric saw him shortly before publication, and he was 95-98 with natural cut at times (in the linked video you can see how his fastball's spin axis is somewhat slidery) and had pretty impressive slider feel for someone who has only been pitching for a few weeks. He'll likely head out to an affiliate in the next week or so (probably Lake Elsinore). Guerra seems comfortable and confident on the mound, and he's going right at hitters with that fastball. He'll move as quickly as his strike-throwing and slider allow him to, and San Diego has incentive to move him along because Guerra is on the 40-man. We may see him on the mound at Petco this season.","8LPhTZWJPyo","17292"
"Brandon Bailey","HOU","RHP","AA",0,26,"","40",2019,"Med","25.0","5' 10""","175","R","R","2016 Draft Rnd 6 (HOU)","Gonzaga","In a prospect pool increasingly full of TrackMan darlings, Bailey might be Grace Kelly. His fastball has premium life, his once-stigmatized stature helps create a flat approach angle that enables his fastball to play at the top of the strike zone, and it helps set up his knee-buckling, 12-6 curveball. His changeup will flash plus and he can vary his breaking ball shape with a slider and relatively new cutter to give hitters different looks. All of these components allow Bailey to strike out lots of batters without big velocity, but his approach to pitching is not conducive to efficient strike-throwing. This, combined with his size, has teams projecting him to the bullpen. He threw 122 strong, albeit walk-heavy, innings last year as an old-for-the-level Carolina Leaguer, often with extended rest. We tend to think he'll end up in a multi-inning relief role, especially since the tricks that enable his fastball to play may have diminishing returns the second and third time through the order.","","sa873692"
"Griffin Jax","MIN","RHP","AA",0,36,"","40",2020,"Med","24.9","6' 2""","195","R","R","2016 Draft Rnd 3 (MIN)","Air Force","It seemed like the runway was clear for Jax to begin a pro career after graduating from Air Force. But about a month before he walked, the Department of Defense began once again requiring at least two years of active duty before graduates could apply to serve out their time in reserve status for the purpose of playing pro sports. Then baseball was reinstated as an Olympic sport, and Jax found an avenue to pro ball through the World Class Athlete Program, a military unit focused on training for the Games in the two years leading up to competition. So Jax, having sorted out some arcane rules about Air Force personnel being unable to have second streams of income, is technically an Air Force lieutenant training for the 2020 Olympics, while the Twins pay for his development, but don't pay him.
Jax was 89-94 throughout the 2018 Fall League, with his secondary stuff about average, flashing above (especially the change). He could be a fifth starter, but if his fastball ticks up in short relief, he'll fit in a mid-inning bullpen role. It's unclear what happens to Jax and his military commitment after the 2020 games conclude.","","sa738570"
"Grant Little","SDP","2B","A",0,31,"","40",2020,"Low","22.6","6' 1""","175","R","R","2018 Draft Rnd 2 (SDP)","Texas Tech","Little doesn't have sexy tools, but he can hit and passably play a number of positions -- all three outfield spots and maybe second base -- because he has good baseball feel and instincts. We consider him a high-probability utility type who could approach a 100 wRC+ and enable lots of favorable matchups/defensive flexibility on the rest of the roster.","8u-ydbS6idI","sa3008031"
"Peter Solomon","HOU","RHP","A+",0,27,"","40",2020,"Med","23.2","6' 4""","200","R","R","2017 Draft Rnd 4 (HOU)","Notre Dame","Solomon's stuff garnered sizable hype when he was in college but he was not a competent strike-thrower and ended up walking 77 hitters in 110 career innings. He has become more mechanically consistent as a pro and now has an improved chance of starting. 
He has plus fastball rise, two good breaking balls, and a changeup and cutter in their nascent stages of development. Houston has had success turning college arms like this into good starting pitching prospects, and Solomon's 2018 was a step in that direction. He has No. 4 or 5 starter stuff if the metamorphosis continues, and either his changeup or breaking ball command sharpen.","","sa829274"
"Enmanuel Rodriguez","MIN","CF",,0,37,"","40",2025,"Med","16.7","5' 10""","165","L","L","2019 J2 (MIN)","Dominican Republic","Smaller tweener type with good feel to hit and instincts.","-XltguAldkY",""
"Owen Miller","SDP","SS","AA",0,32,"","40",2021,"Med","23.0","6' 0""","190","R","R","2018 Draft Rnd 3 (SDP","Illinois State","The wave of teenage talent currently at Hi-A drove San Diego to push Miller straight to Double-A to start his first full season, and he's risen to the occasion, off to a pretty strong start, at least from bat-to-ball standpoint. A minimalistic swing enables him to make high rates of contact while the strength in Miller's hands generates doubles power. It's not an exciting, athletic style of hitting but on an inoffensive, fundamentally sound defensive shortstop, it's a pretty interesting skillset. Barring a significant swing change, Miller's offensive output will likely cap his ceiling in the 40/45 FV range, but for a third round pick who moves quickly, that's a great outcome.","","sa3006673"
"Jeremy Pena","HOU","SS","A+",0,28,"&uarr;","40",2022,"Med","22.1","6' 0""","180","R","R","2018 Draft Rnd 3 (HOU)","Maine","Pena was widely considered to be the best collegiate defensive shortstop in the 2018 draft but despite his picturesque swing, he made very little offensive impact against out-of-conference pitching and with woods bats during the summer. The lack of offense likely caps Pena's ceiling in the bench infielder area, but he has added about 20 pounds of muscle over the offseason and is also a sleeper breakout candidate if it makes a meaningful impact on his contact quality.","YRrhsdBsxBo","sa876320"
